序号,粤语,普通话,新拟粤语（广州音）拼音,场景,来源
2077,打鞋码,习语。钉鞋钉。,daa3haai2maa4,三字组习语,现代粤语词典-3281
2078,打旋风,习语。刮旋风。,daa3syun2fung1,三字组习语,现代粤语词典-3282
2079,打牙骹,习语。同“倾偈”（612页）。又作“打牙铰”。,daa3ngaa2gaau5,三字组习语,现代粤语词典-3283
2081,打斋鹤,习语。比喻诱人堕落的狐朋狗友：离你啲～远啲吖［离你的猪朋狗友远点儿］。,daa3zaai1hog9,三字组习语,现代粤语词典-3285
2082,打真军,习语。动真的；真刀实枪地干：佢拍啲动作戏系～［他拍的那些动作片是动真格的］。,daa3zan1gwan1,三字组习语,现代粤语词典-3286
2083,大板牙,习语。大门牙：撞崩咗只～［把大门牙磕破了］。,daai6baan3ngaa2,三字组习语,现代粤语词典-3287
2084,大宝号,习语。❶对别人商号、招牌的尊称：你间～开边［你的商店开在哪儿］？➋对别人名字的戏称：名单度冇见到你嘅～［在名单上没见到你的名字］？ ,daai6bou3hou6,三字组习语,现代粤语词典-3288
2085,大笨象,习语。哺乳动物，耳大，鼻子长圆筒形，有一对长而大的门牙伸出口外，全身毛稀疏、皮厚，生活在热带地区。,daai6ban6zoeng6,三字组习语,现代粤语词典-3289
2086,大茶饭,习语。通过不正当的手段赚取钱财，过悠闲舒适的生活：食开～［一直靠非法收入过着舒适的生活］。,daai6caa2faan6,三字组习语,现代粤语词典-3290
2087,大出血,习语。卖家亏本出售，买家大批购入：双十一又～［双十一那天又血拼了］。,daai6coed7hyud8,三字组习语,现代粤语词典-3291
2088,大地鱼,习语。同“左口鱼”（987页）。,daai6dei6yu3,三字组习语,现代粤语词典-3292
2089,大冬瓜,习语。❶比喻举止笨拙、不灵活的人：佢初嚟报到，做嘢成个～噉［他初来乍到，干活像个大冬瓜一样笨手笨脚］。➋举止笨拙、不灵活。,daai6dung1gwaa1,三字组习语,现代粤语词典-3293
2090,大豆芽,习语。黄豆芽：～几钱斤吖［黄豆芽多少钱一斤］？,daai6dau3ngaa2,三字组习语,现代粤语词典-3294
2091,大肚腩,习语。❶大肚皮：突出个～［突出个大肚皮］。又说“肥肚腩” （199页）。➋富商。,daai6tou4naam4,三字组习语,现代粤语词典-3295
2092,大耳窿,习语。放高利贷的人：千祈唔好同～借钱吖［千万别找放高利贷的借钱啊］。,daai6yi4lung1,三字组习语,现代粤语词典-3296
2093,大番薯,习语。指愚笨或智力低下的人：佢真系～嚟嘅，点讲都唔明［他真笨，怎么说都不明白］。,daai6faan1syu3,三字组习语,现代粤语词典-3297
2094,大哥大,习语。❶港澳地区的黑社会头目。➋旧式砖块状的手提移动电话机。➌某行业的领头企业或权威人物（多指男性，女性也说“大姐大”）或领头企业：佢势力好大，系呢度嘅～［他势力大，在这里算是老大了］。,daai6go1daai6,三字组习语,现代粤语词典-3298
2095,大个女,习语。（女孩子）长大了：～靓咗㖞［长大了漂亮了很多］。,daai6go5noey3,三字组习语,现代粤语词典-3299
2096,大个仔,习语。（男孩子）长大了：～要生生性性［长大了要懂事］。,daai6go5zai3,三字组习语,现代粤语词典-3300
2097,大光灯,习语。汽灯；汽车的远光灯：打开盏～［把远光灯打开］。,daai6gwong1dang1,三字组习语,现代粤语词典-3301
2099,大喊十,习语。❶嗓门大、修养差、常为小事大叫大喊的人。➋光说不做的人：斋嗌口号，正一～［只会喊口号，光说不做］。,daai6haam5sab9,三字组习语,现代粤语词典-3303
2100,大喉榄,习语。胃口大、贪吃、贪多：真系～，一次过边食得晒啫［真是贪多，一次哪吃得完那么多］。,daai6hau2laam3,三字组习语,现代粤语词典-3304
2101,大后日,习语。大后天：～再见喇［大后天再见吧］。,daai6hau6yad9,三字组习语,现代粤语词典-3305
2102,大花面,习语。大花脸(戏剧角色)：佢场大戏入边扮～［他在戏剧里扮演大花脸］。,daai6faa1min3,三字组习语,现代粤语词典-3306
2103,大花洒,习语。洒水用的大喷头，指乱花钱的人：呢个正一～，饮餐茶就使咗成千文［这个家伙是个乱花钱的人，喝一次茶就花掉上千元］。又说“大花筒”。,daai6faa1saa3,三字组习语,现代粤语词典-3307
2104,大花筒,习语。同“大花洒”。,daai6faa1tung2,三字组习语,现代粤语词典-3308
2105,大镬饭,习语。大锅饭，比喻待遇一律相同：佢好公平，大家一齐食～［他很公平的，大家待遇相同］。,daai6wog9faan6,三字组习语,现代粤语词典-3309
2106,大件事,习语。事态严重：仲揾唔到就～咯［还找不到就事态严重了］。,daai6gin6si6,三字组习语,现代粤语词典-3310
2107,大脚式,习语。大脚人，指职位高的人：佢系～嚟［他是个大人物］。,daai6goeg8sig7,三字组习语,现代粤语词典-3311
2109,大姐仔,习语。小姑娘。,daai6ze3zai3,三字组习语,现代粤语词典-3313
2110,大襟衫,习语。大褂(中式女上衣，扣子在右侧)：件～唔啱我［那件大褂不适合我］。,daai6kam1saam1,三字组习语,现代粤语词典-3314
2111,大妗姐,习语。同“大妗<sup>1</sup>”。,daai6kam3ze3,三字组习语,现代粤语词典-3315
2112,大颈泡,习语。甲状腺肥大：佢有～病史［他有甲状腺肥大病史］。,daai6geng3paau1,三字组习语,现代粤语词典-3316
2113,大舅父,习语。母亲兄弟中排行最大的。,daai6kau4fu3,三字组习语,现代粤语词典-3317
2114,大剧院,习语。❶剧场。➋用作较大剧团的名称。➌特指广州大剧院。,daai6keg9yun3,三字组习语,现代粤语词典-3318
2115,大快活,习语。❶人性格乐观、开朗：佢份人好～［他性格很活泼］。➋乐观、开朗活泼的人。,daai6faai3wud9,三字组习语,现代粤语词典-3319
2116,大葵扇,习语。媒人：佢系我哋嘅～［他是我们的媒人］。,daai6kwai2sin5,三字组习语,现代粤语词典-3320
2117,大粒佬,习语。有权有势的人。,daai6nab7lou3,三字组习语,现代粤语词典-3321
2118,大粒神,习语。大人物（讥讽的说法）：睇佢着得咁随便，点知系～嚟［看他穿着那么随便，谁知是个大人物］。又说“大粒嘢”。,daai6nab7san3,三字组习语,现代粤语词典-3322
2119,大粒嘢,习语。同“大粒神”。,daai6nab7ye4,三字组习语,现代粤语词典-3323
2120,大辘墨,习语。大块圆柱形的墨。,daai6lug7mag9 ,三字组习语,现代粤语词典-3324
2121,大辘木,习语。❶大段木头。➋指动作缓慢、笨手笨脚的人；傻大个儿：你生得咁鬼高大，论论尽尽，正一～［你光长得高，行动一点都不灵活，真是个傻大个儿］。,daai6lug7mug9,三字组习语,现代粤语词典-3325
2122,大辘藕,习语。❶烟枪，抽鸦片的用具（诙谐说法）：食～［抽大烟］。➋大手大脚花钱的人。,daai6lug7ngau4,三字组习语,现代粤语词典-3326
2123,大辘竹,习语。一种用粗竹制成的水烟筒：呢度嘅人中意用～食烟［这里的人喜欢用竹制水烟筒抽烟］。,daai6lug7zug7,三字组习语,现代粤语词典-3327
2124,大面钵,习语。脸大。,daai6min6bud8,三字组习语,现代粤语词典-3328
2125,大拿拿,习语。大份的；大额的：～几万文，一铺输晒［大几万元，一回就输个精光］。又读daai<sup>6</sup>laa<sup>2</sup>laa<sup>2</sup>。,daai6naa2naa2,三字组习语,现代粤语词典-3329
2126,大牌档,习语。街边、广场上成排的餐饮摊点：今晚去～宵夜［今晚去大排档吃夜宵］。,daai6paai2dong5,三字组习语,现代粤语词典-3330
2127,大泡禾,习语。❶无能的人；糊涂虫：呢条友系～嚟嘅，信唔过吖［这人是糊涂虫，信不过的］！➋糊涂；窝囊：你咪咁～［你别那么糊涂］。,daai6paau1wo2,三字组习语,现代粤语词典-3331
2128,大炮友,习语。爱吹牛的人：佢正一～嚟嘅，唔好信佢［他是吹牛大王，别信他］。,daai6paau5yau3,三字组习语,现代粤语词典-3332
2129,大热症,习语。伤寒。,daai6yid9zing5,三字组习语,现代粤语词典-3333
2130,大人公,习语。公公；丈夫的父亲。已少用。,daai6yan2gung1,三字组习语,现代粤语词典-3334
2131,大日子,习语。重要的纪念日或节日：今日系我哋嘅～［今天是我们的重要纪念日］。,daai6yad9zi3,三字组习语,现代粤语词典-3335
2132,大肉饭,习语。猪肉盖饭（上面盖有猪肉和青菜的碟饭)：畀份～我［给我一份大肉饭］。,daai6yug9faan6,三字组习语,现代粤语词典-3336
2133,大声公,习语。❶嗓门大的人：离远就听到，成个～噉［远远就听到了，嗓门真大］。➋扩音器。,daai6seng1gung1,三字组习语,现代粤语词典-3337
2134,大食懒,习语。好吃懒做，也指好吃懒做的人：正一～［真是个好吃懒做的人］！,daai6sig9laan4,三字组习语,现代粤语词典-3338
2135,大手笔,习语。用钱慷慨大方、大笔出手：呢个阔佬一出手就千千声，真系～喇［这位大款一出手就上千块，真是出手不凡啊］。又说“大手骨”。,daai6sau3bad7,三字组习语,现代粤语词典-3339
2136,大手骨,习语。同“大手笔”。,daai6sau3gwad7,三字组习语,现代粤语词典-3340
2137,大水喉,习语。花钱大手大脚的人：呢个～个个月都冇钱剩［这个花钱大手大脚的家伙每个月都没钱剩］。,daai6soey3hau2,三字组习语,现代粤语词典-3341
2138,大热门,习语。最引人关注的：夺冠～。,daai6yid9mun3,三字组习语,现代粤语词典-3342
2139,大天二,习语。以前珠江三角洲一带的武装恶霸头目，手下有一帮打手。,daai6tin1yi3,三字组习语,现代粤语词典-3343
2140,大头菜,习语。芥菜的一种，它的根通常用来腌制咸菜。,daai6tau2coi5,三字组习语,现代粤语词典-3344
2141,大头钉,习语。临时收卷的纸烟：烟仔都冇我嘅～好［香烟也没有我的自制卷烟好］。又说“棺材钉”（250页）、“针唛”（935页）。,daai6tau2deng1,三字组习语,现代粤语词典-3345
2142,大头佛,习语。❶舞狮时逗引狮子的人戴在头上的面具。➋麻烦事：你又搞出个～［你又惹麻烦事了］。,daai6tau2fad9,三字组习语,现代粤语词典-3346
2143,大头狗,习语。❶油葫芦，一种像蟋蟀一样的昆虫。➋大人物（贬称）。,daai6tau2gau3,三字组习语,现代粤语词典-3347
2144,大头鬼,习语。阔气的人：我知道你嘅底细，你唔使充～［我知道你的底细，你不用充阔气］。,daai6tau2gwai3,三字组习语,现代粤语词典-3348
2145,大头虾,习语。做事粗枝大叶、冒冒失失的人；马大哈，二百五：成日都整唔见啲嘢，真系～嚟嘅［整天弄丢东西，就是个马大哈］。,daai6tau2haa1,三字组习语,现代粤语词典-3349
2146,大头鱼,习语。一种海鱼，体稍侧扁，头大、尾小，下颌有根须。,daai6tau2yu3,三字组习语,现代粤语词典-3350
2147,大团结,习语。十元面额的纸币。,daai6tyun2gid8,三字组习语,现代粤语词典-3351
2148,大湾区,习语。由一个或若干个相连海湾、港湾和岛屿共同组成的城市集群区域：粤港澳～｜纽约～｜东京～。,daai6waan1koey1,三字组习语,现代粤语词典-3352
2149,大王眼,习语。比喻贪心、胃口大：佢正一～，多多都啱［他很贪心，多多都要］。,daai6wong2ngaan4,三字组习语,现代粤语词典-3353
2150,大位事,习语。众人的事情：～啫，人噉自己噉咯［众人的事情，人家怎么样自己就怎么样吧］。,daai6wai6si6,三字组习语,现代粤语词典-3354
2151,大胃王,习语。饭量大的人：日日食噉多，变～喇［天天吃这么多，变大胃王了］。,daai6wai6wong2,三字组习语,现代粤语词典-3355
2152,大唔透,习语。指大人行为举止不成熟、像小孩：几十岁人仲～［几十岁了还那么幼稚］。,daai6m2tau5,三字组习语,现代粤语词典-3356
2153,大西洋,习语。世界第二大洋，位于欧洲、非洲与南北美洲和南极洲之间。,daai6sai1yoeng2,三字组习语,现代粤语词典-3357
2154,大细超,习语。眼睛一大一小，比喻厚此薄彼：做嘢要公平啲，唔好～［做事要公平点，不要厚此薄彼，一多一少］。,daai6sai5ciu1,三字组习语,现代粤语词典-3358
2155,大细路,习语。像长不大的孩子：都大学毕业喇，仲成个～噉［都大学毕业了，还像个长不大的孩子］。,daai6sai5lou6,三字组习语,现代粤语词典-3359
2156,大乡里,习语。❶土包子；乡巴佬：着到成个～噉搞乜吖［穿得跟土包子一样干嘛呢］？➋土气；老土：乜你咁～［你怎么这么老土］。,daai6hoeng1lei4,三字组习语,现代粤语词典-3360
2157,大学城,习语。❶大学聚集区。➋专指广州大学城。,daai6hog9sing2,三字组习语,现代粤语词典-3361
2158,大眼鸡,习语。❶咸鱼的一种。➋渔船的一种。,daai6ngaan4gai1,三字组习语,现代粤语词典-3362
2159,大洋洲,习语。世界七大洲之一，位于太平洋中部和中南部的赤道南北广大海域，在亚洲和南极洲之间。,daai6yoeng2zau1,三字组习语,现代粤语词典-3363
2160,大姨妈,习语。女性生理期，委婉说法。,daai6yi2maa1,三字组习语,现代粤语词典-3364
2161,大闸蟹,习语。❶我国各大湖所产的一种淡水蟹，两个螯足长有毛，又叫毛蟹：～上市喇［大闸蟹上市了］。➋股票被套牢的人。,daai6zaab9haai4,三字组习语,现代粤语词典-3365
2162,大阵仗,习语。❶排场大：细路仔过个生日都咁～［小孩子过生日也这么大排场］？➋虚张声势：一啲小事使乜咁～吖［一点点小事何必那么虚张声势］！ ,daai6 zan6zoeng6,三字组习语,现代粤语词典-3366
2163,大只讲,习语。只会说话、不干实事的人：佢都系～嚟嘅啫［他也是只说不做的］。,daai6zeg8gong3,三字组习语,现代粤语词典-3367
2164,大只佬,习语。身体健壮的男子：呢个～超大力［这个健壮的男人力气很大］。,daai6zeg8lou3,三字组习语,现代粤语词典-3368
2165,大枝嘢,习语。骄傲：佢好～［他很傲慢］。又说“大资爷”。,daai6zi1ye4,三字组习语,现代粤语词典-3369
2166,大资爷,习语。同“大枝嘢”。,daai6zi1ye3,三字组习语,现代粤语词典-3370
2169,带徒弟,习语。指导弟子：我退休喇，好耐冇～喇［我退休了，很久没带弟子了］ 。,daai5 tou2dai3,三字组习语,现代粤语词典-3373
